_pd_block_id	_refln_index_h	_refln_index_k	_refln_index_l	_pd_refln_phase_id	_refln_d_spacing	_diffrn_radiation_wavelength
pattern_6	1	0	-8	1	1.512182	0.8257653
pattern_6	1	0	-2	1	3.482839	0.8257653
pattern_6	1	0	4	1	2.553100	0.8257653
pattern_6	1	0	10	1	1.240122	0.8257653
pattern_6	1	0	16	1	0.797349	0.8257653
pattern_6	2	-1	0	1	2.381339	0.8257653
pattern_6	2	-1	3	1	2.087079	0.8257653
pattern_6	2	-1	6	1	1.602789	0.8257653
pattern_6	2	-1	9	1	1.235207	0.8257653
pattern_6	2	-1	12	1	0.986269	0.8257653
pattern_6	2	-1	15	1	0.814566	0.8257653
pattern_6	2	0	-10	1	1.099912	0.8257653
pattern_6	2	0	-4	1	1.741419	0.8257653
pattern_6	2	0	2	1	1.965772	0.8257653
pattern_6	2	0	8	1	1.276550	0.8257653
pattern_6	2	0	14	1	0.846857	0.8257653
pattern_6	3	-1	-14	1	0.797904	0.8257653
pattern_6	3	-1	-11	1	0.941919	0.8257653
pattern_6	3	-1	-8	1	1.125090	0.8257653
pattern_6	3	-1	-5	1	1.337106	0.8257653
pattern_6	3	-1	-2	1	1.515979	0.8257653
pattern_6	3	-1	1	1	1.547867	0.8257653
pattern_6	3	-1	4	1	1.405666	0.8257653
pattern_6	3	-1	7	1	1.194138	0.8257653
pattern_6	3	-1	10	1	0.998542	0.8257653
pattern_6	3	-1	13	1	0.841846	0.8257653
pattern_6	3	0	-12	1	0.851033	0.8257653
pattern_6	3	0	-6	1	1.160946	0.8257653
pattern_6	3	0	0	1	1.374867	0.8257653
pattern_6	3	0	6	1	1.160946	0.8257653
pattern_6	3	0	12	1	0.851033	0.8257653
pattern_6	4	-2	0	1	1.190670	0.8257653
pattern_6	4	-2	3	1	1.148135	0.8257653
pattern_6	4	-2	6	1	1.043540	0.8257653
pattern_6	4	-2	9	1	0.918844	0.8257653
pattern_6	4	-2	12	1	0.801395	0.8257653
pattern_6	4	-1	-10	1	0.858881	0.8257653
pattern_6	4	-1	-7	1	0.974063	0.8257653
pattern_6	4	-1	-4	1	1.079091	0.8257653
pattern_6	4	-1	-1	1	1.139557	0.8257653
pattern_6	4	-1	2	1	1.126651	0.8257653
pattern_6	4	-1	5	1	1.047126	0.8257653
pattern_6	4	-1	8	1	0.935486	0.8257653
pattern_6	4	-1	11	1	0.822047	0.8257653
pattern_6	4	0	-8	1	0.870710	0.8257653
pattern_6	4	0	-2	1	1.018420	0.8257653
pattern_6	4	0	4	1	0.982886	0.8257653
pattern_6	4	0	10	1	0.807937	0.8257653
pattern_6	5	-2	-8	1	0.817760	0.8257653
pattern_6	5	-2	-5	1	0.889214	0.8257653
pattern_6	5	-2	-2	1	0.936382	0.8257653
pattern_6	5	-2	1	1	0.943753	0.8257653
pattern_6	5	-2	4	1	0.908539	0.8257653
pattern_6	5	-2	7	1	0.843154	0.8257653
pattern_6	5	-2	10	1	0.765101	0.8257653
pattern_6	5	-1	-9	1	0.763943	0.8257653
pattern_6	5	-1	-6	1	0.831223	0.8257653
pattern_6	5	-1	-3	1	0.881261	0.8257653
pattern_6	5	-1	0	1	0.900062	0.8257653
pattern_6	5	-1	3	1	0.881261	0.8257653
pattern_6	5	-1	6	1	0.831223	0.8257653
pattern_6	5	-1	9	1	0.763943	0.8257653
pattern_6	5	0	-4	1	0.799577	0.8257653
pattern_6	5	0	2	1	0.818359	0.8257653
pattern_6	6	-3	0	1	0.793780	0.8257653
pattern_6	6	-3	3	1	0.780794	0.8257653
pattern_6	6	-2	-1	1	0.778079	0.8257653
pattern_6	6	-2	2	1	0.773934	0.8257653
pattern_6	1	1	1	2	3.136764	0.8257653
pattern_6	2	2	0	2	1.920868	0.8257653
pattern_6	2	2	2	2	1.568382	0.8257653
pattern_6	3	1	1	2	1.638121	0.8257653
pattern_6	3	3	1	2	1.246424	0.8257653
pattern_6	3	3	3	2	1.045588	0.8257653
pattern_6	4	0	0	2	1.358259	0.8257653
pattern_6	4	2	2	2	1.109013	0.8257653
pattern_6	4	4	0	2	0.960434	0.8257653
pattern_6	4	4	2	2	0.905506	0.8257653
pattern_6	4	4	4	2	0.784191	0.8257653
pattern_6	5	1	1	2	1.045588	0.8257653
pattern_6	5	3	1	2	0.918350	0.8257653
pattern_6	5	3	3	2	0.828530	0.8257653
pattern_6	6	2	0	2	0.859038	0.8257653
pattern_6	6	2	2	2	0.819061	0.8257653
pattern_7	0	0	6	1	2.167450	0.8257653
pattern_7	0	0	12	1	1.083725	0.8257653
pattern_7	1	0	-14	1	0.906216	0.8257653
pattern_7	1	0	-8	1	1.512394	0.8257653
pattern_7	1	0	-2	1	3.483309	0.8257653
pattern_7	1	0	4	1	2.553452	0.8257653
pattern_7	1	0	10	1	1.240296	0.8257653
pattern_7	1	0	16	1	0.797462	0.8257653
pattern_7	2	-1	0	1	2.381655	0.8257653
pattern_7	2	-1	3	1	2.087360	0.8257653
pattern_7	2	-1	6	1	1.603009	0.8257653
pattern_7	2	-1	9	1	1.235378	0.8257653
pattern_7	2	-1	12	1	0.986407	0.8257653
pattern_7	2	-1	15	1	0.814681	0.8257653
pattern_7	2	0	-10	1	1.100064	0.8257653
pattern_7	2	0	-4	1	1.741654	0.8257653
pattern_7	2	0	2	1	1.966034	0.8257653
pattern_7	2	0	8	1	1.276726	0.8257653
pattern_7	2	0	14	1	0.846975	0.8257653
pattern_7	3	-1	-14	1	0.798015	0.8257653
pattern_7	3	-1	-11	1	0.942049	0.8257653
pattern_7	3	-1	-8	1	1.125243	0.8257653
pattern_7	3	-1	-5	1	1.337286	0.8257653
pattern_7	3	-1	-2	1	1.516181	0.8257653
pattern_7	3	-1	1	1	1.548073	0.8257653
pattern_7	3	-1	4	1	1.405855	0.8257653
pattern_7	3	-1	7	1	1.194300	0.8257653
pattern_7	3	-1	10	1	0.998680	0.8257653
pattern_7	3	-1	13	1	0.841962	0.8257653
pattern_7	3	0	-12	1	0.851151	0.8257653
pattern_7	3	0	-6	1	1.161103	0.8257653
pattern_7	3	0	0	1	1.375049	0.8257653
pattern_7	3	0	6	1	1.161103	0.8257653
pattern_7	3	0	12	1	0.851151	0.8257653
pattern_7	4	-2	0	1	1.190827	0.8257653
pattern_7	4	-2	3	1	1.148288	0.8257653
pattern_7	4	-2	6	1	1.043680	0.8257653
pattern_7	4	-2	9	1	0.918969	0.8257653
pattern_7	4	-2	12	1	0.801505	0.8257653
pattern_7	4	-1	-10	1	0.858998	0.8257653
pattern_7	4	-1	-7	1	0.974194	0.8257653
pattern_7	4	-1	-4	1	1.079235	0.8257653
pattern_7	4	-1	-1	1	1.139708	0.8257653
pattern_7	4	-1	2	1	1.126800	0.8257653
pattern_7	4	-1	5	1	1.047266	0.8257653
pattern_7	4	-1	8	1	0.935612	0.8257653
pattern_7	4	-1	11	1	0.822159	0.8257653
pattern_7	4	0	-8	1	0.870827	0.8257653
pattern_7	4	0	-2	1	1.018556	0.8257653
pattern_7	4	0	4	1	0.983017	0.8257653
pattern_7	4	0	10	1	0.808047	0.8257653
pattern_7	5	-2	-8	1	0.817870	0.8257653
pattern_7	5	-2	-5	1	0.889332	0.8257653
pattern_7	5	-2	-2	1	0.936507	0.8257653
pattern_7	5	-2	1	1	0.943878	0.8257653
pattern_7	5	-2	4	1	0.908660	0.8257653
pattern_7	5	-2	7	1	0.843267	0.8257653
pattern_7	5	-2	10	1	0.765205	0.8257653
pattern_7	5	-1	-9	1	0.764046	0.8257653
pattern_7	5	-1	-6	1	0.831334	0.8257653
pattern_7	5	-1	-3	1	0.881378	0.8257653
pattern_7	5	-1	0	1	0.900181	0.8257653
pattern_7	5	-1	3	1	0.881378	0.8257653
pattern_7	5	-1	6	1	0.831334	0.8257653
pattern_7	5	-1	9	1	0.764046	0.8257653
pattern_7	5	0	-4	1	0.799683	0.8257653
pattern_7	5	0	2	1	0.818467	0.8257653
pattern_7	6	-3	0	1	0.793885	0.8257653
pattern_7	6	-3	3	1	0.780897	0.8257653
pattern_7	6	-2	-1	1	0.778183	0.8257653
pattern_7	6	-2	2	1	0.774036	0.8257653
pattern_7	1	1	1	2	3.136966	0.8257653
pattern_7	2	2	0	2	1.920992	0.8257653
pattern_7	2	2	2	2	1.568483	0.8257653
pattern_7	3	1	1	2	1.638227	0.8257653
pattern_7	3	3	1	2	1.246504	0.8257653
pattern_7	3	3	3	2	1.045655	0.8257653
pattern_7	4	0	0	2	1.358346	0.8257653
pattern_7	4	2	2	2	1.109085	0.8257653
pattern_7	4	4	0	2	0.960496	0.8257653
pattern_7	4	4	2	2	0.905564	0.8257653
pattern_7	4	4	4	2	0.784242	0.8257653
pattern_7	5	1	1	2	1.045655	0.8257653
pattern_7	5	3	1	2	0.918410	0.8257653
pattern_7	5	3	3	2	0.828583	0.8257653
pattern_7	6	2	0	2	0.859094	0.8257653
pattern_7	6	2	2	2	0.819114	0.8257653
pattern_8	0	0	6	1	2.167777	0.8257653
pattern_8	0	0	12	1	1.083888	0.8257653
pattern_8	1	0	-14	1	0.906352	0.8257653
pattern_8	1	0	-8	1	1.512619	0.8257653
pattern_8	1	0	-2	1	3.483794	0.8257653
pattern_8	1	0	4	1	2.553821	0.8257653
pattern_8	1	0	10	1	1.240481	0.8257653
pattern_8	1	0	16	1	0.797581	0.8257653
pattern_8	2	-1	0	1	2.381975	0.8257653
pattern_8	2	-1	3	1	2.087649	0.8257653
pattern_8	2	-1	6	1	1.603239	0.8257653
pattern_8	2	-1	9	1	1.235559	0.8257653
pattern_8	2	-1	12	1	0.986553	0.8257653
pattern_8	2	-1	15	1	0.814802	0.8257653
pattern_8	2	0	-10	1	1.100225	0.8257653
pattern_8	2	0	-4	1	1.741897	0.8257653
pattern_8	2	0	2	1	1.966302	0.8257653
pattern_8	2	0	8	1	1.276911	0.8257653
pattern_8	2	0	14	1	0.847101	0.8257653
pattern_8	3	-1	-14	1	0.798132	0.8257653
pattern_8	3	-1	-11	1	0.942185	0.8257653
pattern_8	3	-1	-8	1	1.125404	0.8257653
pattern_8	3	-1	-5	1	1.337472	0.8257653
pattern_8	3	-1	-2	1	1.516386	0.8257653
pattern_8	3	-1	1	1	1.548281	0.8257653
pattern_8	3	-1	4	1	1.406048	0.8257653
pattern_8	3	-1	7	1	1.194469	0.8257653
pattern_8	3	-1	10	1	0.998824	0.8257653
pattern_8	3	-1	13	1	0.842085	0.8257653
pattern_8	3	0	-12	1	0.851274	0.8257653
pattern_8	3	0	-6	1	1.161265	0.8257653
pattern_8	3	0	0	1	1.375234	0.8257653
pattern_8	3	0	6	1	1.161265	0.8257653
pattern_8	3	0	12	1	0.851274	0.8257653
pattern_8	4	-2	0	1	1.190988	0.8257653
pattern_8	4	-2	3	1	1.148444	0.8257653
pattern_8	4	-2	6	1	1.043824	0.8257653
pattern_8	4	-2	9	1	0.919099	0.8257653
pattern_8	4	-2	12	1	0.801620	0.8257653
pattern_8	4	-1	-10	1	0.859120	0.8257653
pattern_8	4	-1	-7	1	0.974330	0.8257653
pattern_8	4	-1	-4	1	1.079382	0.8257653
pattern_8	4	-1	-1	1	1.139861	0.8257653
pattern_8	4	-1	2	1	1.126953	0.8257653
pattern_8	4	-1	5	1	1.047410	0.8257653
pattern_8	4	-1	8	1	0.935743	0.8257653
pattern_8	4	-1	11	1	0.822276	0.8257653
pattern_8	4	0	-8	1	0.870948	0.8257653
pattern_8	4	0	-2	1	1.018693	0.8257653
pattern_8	4	0	4	1	0.983151	0.8257653
pattern_8	4	0	10	1	0.808161	0.8257653
pattern_8	5	-2	-8	1	0.817984	0.8257653
pattern_8	5	-2	-5	1	0.889454	0.8257653
pattern_8	5	-2	-2	1	0.936633	0.8257653
pattern_8	5	-2	1	1	0.944005	0.8257653
pattern_8	5	-2	4	1	0.908784	0.8257653
pattern_8	5	-2	7	1	0.843384	0.8257653
pattern_8	5	-2	10	1	0.765312	0.8257653
pattern_8	5	-1	-9	1	0.764152	0.8257653
pattern_8	5	-1	-6	1	0.831448	0.8257653
pattern_8	5	-1	-3	1	0.881497	0.8257653
pattern_8	5	-1	0	1	0.900302	0.8257653
pattern_8	5	-1	3	1	0.881497	0.8257653
pattern_8	5	-1	6	1	0.831448	0.8257653
pattern_8	5	-1	9	1	0.764152	0.8257653
pattern_8	5	0	-4	1	0.799791	0.8257653
pattern_8	5	0	2	1	0.818578	0.8257653
pattern_8	6	-3	0	1	0.793992	0.8257653
pattern_8	6	-3	3	1	0.781003	0.8257653
pattern_8	6	-2	-1	1	0.778287	0.8257653
pattern_8	6	-2	2	1	0.774141	0.8257653
pattern_8	1	1	1	2	3.137188	0.8257653
pattern_8	2	2	0	2	1.921127	0.8257653
pattern_8	2	2	2	2	1.568594	0.8257653
pattern_8	3	1	1	2	1.638343	0.8257653
pattern_8	3	3	1	2	1.246592	0.8257653
pattern_8	3	3	3	2	1.045729	0.8257653
pattern_8	4	0	0	2	1.358442	0.8257653
pattern_8	4	2	2	2	1.109163	0.8257653
pattern_8	4	4	0	2	0.960564	0.8257653
pattern_8	4	4	2	2	0.905628	0.8257653
pattern_8	4	4	4	2	0.784297	0.8257653
pattern_8	5	1	1	2	1.045729	0.8257653
pattern_8	5	3	1	2	0.918475	0.8257653
pattern_8	5	3	3	2	0.828642	0.8257653
pattern_8	6	2	0	2	0.859154	0.8257653
pattern_8	6	2	2	2	0.819172	0.8257653
pattern_9	0	0	6	1	2.168097	0.8257653
pattern_9	0	0	12	1	1.084049	0.8257653
pattern_9	1	0	-14	1	0.906485	0.8257653
pattern_9	1	0	-8	1	1.512839	0.8257653
pattern_9	1	0	-2	1	3.484272	0.8257653
pattern_9	1	0	4	1	2.554184	0.8257653
pattern_9	1	0	10	1	1.240663	0.8257653
pattern_9	1	0	16	1	0.797699	0.8257653
pattern_9	2	-1	0	1	2.382292	0.8257653
pattern_9	2	-1	3	1	2.087934	0.8257653
pattern_9	2	-1	6	1	1.603465	0.8257653
pattern_9	2	-1	9	1	1.235737	0.8257653
pattern_9	2	-1	12	1	0.986696	0.8257653
pattern_9	2	-1	15	1	0.814921	0.8257653
pattern_9	2	0	-10	1	1.100383	0.8257653
pattern_9	2	0	-4	1	1.742136	0.8257653
pattern_9	2	0	2	1	1.966566	0.8257653
pattern_9	2	0	8	1	1.277092	0.8257653
pattern_9	2	0	14	1	0.847224	0.8257653
pattern_9	3	-1	-14	1	0.798247	0.8257653
pattern_9	3	-1	-11	1	0.942320	0.8257653
pattern_9	3	-1	-8	1	1.125561	0.8257653
pattern_9	3	-1	-5	1	1.337655	0.8257653
pattern_9	3	-1	-2	1	1.516589	0.8257653
pattern_9	3	-1	1	1	1.548488	0.8257653
pattern_9	3	-1	4	1	1.406239	0.8257653
pattern_9	3	-1	7	1	1.194635	0.8257653
pattern_9	3	-1	10	1	0.998965	0.8257653
pattern_9	3	-1	13	1	0.842206	0.8257653
pattern_9	3	0	-12	1	0.851395	0.8257653
pattern_9	3	0	-6	1	1.161424	0.8257653
pattern_9	3	0	0	1	1.375417	0.8257653
pattern_9	3	0	6	1	1.161424	0.8257653
pattern_9	3	0	12	1	0.851395	0.8257653
pattern_9	4	-2	0	1	1.191146	0.8257653
pattern_9	4	-2	3	1	1.148598	0.8257653
pattern_9	4	-2	6	1	1.043967	0.8257653
pattern_9	4	-2	9	1	0.919226	0.8257653
pattern_9	4	-2	12	1	0.801733	0.8257653
pattern_9	4	-1	-10	1	0.859240	0.8257653
pattern_9	4	-1	-7	1	0.974463	0.8257653
pattern_9	4	-1	-4	1	1.079527	0.8257653
pattern_9	4	-1	-1	1	1.140013	0.8257653
pattern_9	4	-1	2	1	1.127103	0.8257653
pattern_9	4	-1	5	1	1.047552	0.8257653
pattern_9	4	-1	8	1	0.935872	0.8257653
pattern_9	4	-1	11	1	0.822392	0.8257653
pattern_9	4	0	-8	1	0.871068	0.8257653
pattern_9	4	0	-2	1	1.018829	0.8257653
pattern_9	4	0	4	1	0.983283	0.8257653
pattern_9	4	0	10	1	0.808273	0.8257653
pattern_9	5	-2	-8	1	0.818095	0.8257653
pattern_9	5	-2	-5	1	0.889574	0.8257653
pattern_9	5	-2	-2	1	0.936758	0.8257653
pattern_9	5	-2	1	1	0.944130	0.8257653
pattern_9	5	-2	4	1	0.908906	0.8257653
pattern_9	5	-2	7	1	0.843498	0.8257653
pattern_9	5	-2	10	1	0.765418	0.8257653
pattern_9	5	-1	-9	1	0.764257	0.8257653
pattern_9	5	-1	-6	1	0.831560	0.8257653
pattern_9	5	-1	-3	1	0.881615	0.8257653
pattern_9	5	-1	0	1	0.900422	0.8257653
pattern_9	5	-1	3	1	0.881615	0.8257653
pattern_9	5	-1	6	1	0.831560	0.8257653
pattern_9	5	-1	9	1	0.764257	0.8257653
pattern_9	5	0	-4	1	0.799898	0.8257653
pattern_9	5	0	2	1	0.818687	0.8257653
pattern_9	6	-3	0	1	0.794097	0.8257653
pattern_9	6	-3	3	1	0.781107	0.8257653
pattern_9	6	-2	-1	1	0.778391	0.8257653
pattern_9	6	-2	2	1	0.774244	0.8257653
pattern_9	1	1	1	2	3.137398	0.8257653
pattern_9	2	2	0	2	1.921256	0.8257653
pattern_9	2	2	2	2	1.568699	0.8257653
pattern_9	3	1	1	2	1.638453	0.8257653
pattern_9	3	3	1	2	1.246676	0.8257653
pattern_9	3	3	3	2	1.045799	0.8257653
pattern_9	4	0	0	2	1.358533	0.8257653
pattern_9	4	2	2	2	1.109238	0.8257653
pattern_9	4	4	0	2	0.960628	0.8257653
pattern_9	4	4	2	2	0.905689	0.8257653
pattern_9	4	4	4	2	0.784350	0.8257653
pattern_9	5	1	1	2	1.045799	0.8257653
pattern_9	5	3	1	2	0.918536	0.8257653
pattern_9	5	3	3	2	0.828698	0.8257653
pattern_9	6	2	0	2	0.859212	0.8257653
pattern_9	6	2	2	2	0.819226	0.8257653
pattern_10	0	0	6	1	2.168423	0.8257653
pattern_10	0	0	12	1	1.084211	0.8257653
pattern_10	1	0	-14	1	0.906620	0.8257653
pattern_10	1	0	-8	1	1.513062	0.8257653
pattern_10	1	0	-2	1	3.484746	0.8257653
pattern_10	1	0	4	1	2.554548	0.8257653
pattern_10	1	0	10	1	1.240847	0.8257653
pattern_10	1	0	16	1	0.797818	0.8257653
pattern_10	2	-1	0	1	2.382603	0.8257653
pattern_10	2	-1	3	1	2.088215	0.8257653
pattern_10	2	-1	6	1	1.603692	0.8257653
pattern_10	2	-1	9	1	1.235916	0.8257653
pattern_10	2	-1	12	1	0.986841	0.8257653
pattern_10	2	-1	15	1	0.815041	0.8257653
pattern_10	2	0	-10	1	1.100542	0.8257653
pattern_10	2	0	-4	1	1.742373	0.8257653
pattern_10	2	0	2	1	1.966826	0.8257653
pattern_10	2	0	8	1	1.277274	0.8257653
pattern_10	2	0	14	1	0.847348	0.8257653
pattern_10	3	-1	-14	1	0.798363	0.8257653
pattern_10	3	-1	-11	1	0.942454	0.8257653
pattern_10	3	-1	-8	1	1.125718	0.8257653
pattern_10	3	-1	-5	1	1.337837	0.8257653
pattern_10	3	-1	-2	1	1.516788	0.8257653
pattern_10	3	-1	1	1	1.548690	0.8257653
pattern_10	3	-1	4	1	1.406428	0.8257653
pattern_10	3	-1	7	1	1.194801	0.8257653
pattern_10	3	-1	10	1	0.999107	0.8257653
pattern_10	3	-1	13	1	0.842328	0.8257653
pattern_10	3	0	-12	1	0.851516	0.8257653
pattern_10	3	0	-6	1	1.161582	0.8257653
pattern_10	3	0	0	1	1.375596	0.8257653
pattern_10	3	0	6	1	1.161582	0.8257653
pattern_10	3	0	12	1	0.851516	0.8257653
pattern_10	4	-2	0	1	1.191301	0.8257653
pattern_10	4	-2	3	1	1.148749	0.8257653
pattern_10	4	-2	6	1	1.044108	0.8257653
pattern_10	4	-2	9	1	0.919353	0.8257653
pattern_10	4	-2	12	1	0.801846	0.8257653
pattern_10	4	-1	-10	1	0.859359	0.8257653
pattern_10	4	-1	-7	1	0.974595	0.8257653
pattern_10	4	-1	-4	1	1.079670	0.8257653
pattern_10	4	-1	-1	1	1.140162	0.8257653
pattern_10	4	-1	2	1	1.127250	0.8257653
pattern_10	4	-1	5	1	1.047692	0.8257653
pattern_10	4	-1	8	1	0.936000	0.8257653
pattern_10	4	-1	11	1	0.822507	0.8257653
pattern_10	4	0	-8	1	0.871186	0.8257653
pattern_10	4	0	-2	1	1.018962	0.8257653
pattern_10	4	0	4	1	0.983413	0.8257653
pattern_10	4	0	10	1	0.808385	0.8257653
pattern_10	5	-2	-8	1	0.818206	0.8257653
pattern_10	5	-2	-5	1	0.889692	0.8257653
pattern_10	5	-2	-2	1	0.936880	0.8257653
pattern_10	5	-2	1	1	0.944254	0.8257653
pattern_10	5	-2	4	1	0.909025	0.8257653
pattern_10	5	-2	7	1	0.843612	0.8257653
pattern_10	5	-2	10	1	0.765523	0.8257653
pattern_10	5	-1	-9	1	0.764361	0.8257653
pattern_10	5	-1	-6	1	0.831671	0.8257653
pattern_10	5	-1	-3	1	0.881731	0.8257653
pattern_10	5	-1	0	1	0.900539	0.8257653
pattern_10	5	-1	3	1	0.881731	0.8257653
pattern_10	5	-1	6	1	0.831671	0.8257653
pattern_10	5	-1	9	1	0.764361	0.8257653
pattern_10	5	0	-4	1	0.800004	0.8257653
pattern_10	5	0	2	1	0.818794	0.8257653
pattern_10	6	-3	0	1	0.794201	0.8257653
pattern_10	6	-3	3	1	0.781210	0.8257653
pattern_10	6	-2	-1	1	0.778492	0.8257653
pattern_10	6	-2	2	1	0.774345	0.8257653
pattern_10	1	1	1	2	3.137611	0.8257653
pattern_10	2	2	0	2	1.921386	0.8257653
pattern_10	2	2	2	2	1.568805	0.8257653
pattern_10	3	1	1	2	1.638564	0.8257653
pattern_10	3	3	1	2	1.246760	0.8257653
pattern_10	3	3	3	2	1.045870	0.8257653
pattern_10	4	0	0	2	1.358625	0.8257653
pattern_10	4	2	2	2	1.109313	0.8257653
pattern_10	4	4	0	2	0.960693	0.8257653
pattern_10	4	4	2	2	0.905750	0.8257653
pattern_10	4	4	4	2	0.784403	0.8257653
pattern_10	5	1	1	2	1.045870	0.8257653
pattern_10	5	3	1	2	0.918598	0.8257653
pattern_10	5	3	3	2	0.828754	0.8257653
pattern_10	6	2	0	2	0.859270	0.8257653
pattern_10	6	2	2	2	0.819282	0.8257653
pattern_11	0	0	6	1	2.168767	0.8257653
pattern_11	0	0	12	1	1.084384	0.8257653
pattern_11	1	0	-14	1	0.906764	0.8257653
pattern_11	1	0	-8	1	1.513300	0.8257653
pattern_11	1	0	-2	1	3.485268	0.8257653
pattern_11	1	0	4	1	2.554942	0.8257653
pattern_11	1	0	10	1	1.241043	0.8257653
pattern_11	1	0	16	1	0.797944	0.8257653
pattern_11	2	-1	0	1	2.382951	0.8257653
pattern_11	2	-1	3	1	2.088527	0.8257653
pattern_11	2	-1	6	1	1.603937	0.8257653
pattern_11	2	-1	9	1	1.236108	0.8257653
pattern_11	2	-1	12	1	0.986995	0.8257653
pattern_11	2	-1	15	1	0.815170	0.8257653
pattern_11	2	0	-10	1	1.100713	0.8257653
pattern_11	2	0	-4	1	1.742634	0.8257653
pattern_11	2	0	2	1	1.967115	0.8257653
pattern_11	2	0	8	1	1.277471	0.8257653
pattern_11	2	0	14	1	0.847481	0.8257653
pattern_11	3	-1	-14	1	0.798487	0.8257653
pattern_11	3	-1	-11	1	0.942600	0.8257653
pattern_11	3	-1	-8	1	1.125890	0.8257653
pattern_11	3	-1	-5	1	1.338037	0.8257653
pattern_11	3	-1	-2	1	1.517011	0.8257653
pattern_11	3	-1	1	1	1.548917	0.8257653
pattern_11	3	-1	4	1	1.406637	0.8257653
pattern_11	3	-1	7	1	1.194982	0.8257653
pattern_11	3	-1	10	1	0.999261	0.8257653
pattern_11	3	-1	13	1	0.842459	0.8257653
pattern_11	3	0	-12	1	0.851647	0.8257653
pattern_11	3	0	-6	1	1.161756	0.8257653
pattern_11	3	0	0	1	1.375797	0.8257653
pattern_11	3	0	6	1	1.161756	0.8257653
pattern_11	3	0	12	1	0.851647	0.8257653
pattern_11	4	-2	0	1	1.191475	0.8257653
pattern_11	4	-2	3	1	1.148918	0.8257653
pattern_11	4	-2	6	1	1.044263	0.8257653
pattern_11	4	-2	9	1	0.919493	0.8257653
pattern_11	4	-2	12	1	0.801969	0.8257653
pattern_11	4	-1	-10	1	0.859490	0.8257653
pattern_11	4	-1	-7	1	0.974741	0.8257653
pattern_11	4	-1	-4	1	1.079829	0.8257653
pattern_11	4	-1	-1	1	1.140329	0.8257653
pattern_11	4	-1	2	1	1.127416	0.8257653
pattern_11	4	-1	5	1	1.047847	0.8257653
pattern_11	4	-1	8	1	0.936141	0.8257653
pattern_11	4	-1	11	1	0.822632	0.8257653
pattern_11	4	0	-8	1	0.871317	0.8257653
pattern_11	4	0	-2	1	1.019112	0.8257653
pattern_11	4	0	4	1	0.983558	0.8257653
pattern_11	4	0	10	1	0.808507	0.8257653
pattern_11	5	-2	-8	1	0.818328	0.8257653
pattern_11	5	-2	-5	1	0.889823	0.8257653
pattern_11	5	-2	-2	1	0.937018	0.8257653
pattern_11	5	-2	1	1	0.944392	0.8257653
pattern_11	5	-2	4	1	0.909159	0.8257653
pattern_11	5	-2	7	1	0.843737	0.8257653
pattern_11	5	-2	10	1	0.765638	0.8257653
pattern_11	5	-1	-9	1	0.764475	0.8257653
pattern_11	5	-1	-6	1	0.831794	0.8257653
pattern_11	5	-1	-3	1	0.881860	0.8257653
pattern_11	5	-1	0	1	0.900671	0.8257653
pattern_11	5	-1	3	1	0.881860	0.8257653
pattern_11	5	-1	6	1	0.831794	0.8257653
pattern_11	5	-1	9	1	0.764475	0.8257653
pattern_11	5	0	-4	1	0.800121	0.8257653
pattern_11	5	0	2	1	0.818914	0.8257653
pattern_11	6	-3	0	1	0.794317	0.8257653
pattern_11	6	-3	3	1	0.781324	0.8257653
pattern_11	6	-2	-1	1	0.778606	0.8257653
pattern_11	6	-2	2	1	0.774458	0.8257653
pattern_11	1	1	1	2	3.137847	0.8257653
pattern_11	2	2	0	2	1.921531	0.8257653
pattern_11	2	2	2	2	1.568924	0.8257653
pattern_11	3	1	1	2	1.638687	0.8257653
pattern_11	3	3	1	2	1.246854	0.8257653
pattern_11	3	3	3	2	1.045949	0.8257653
pattern_11	4	0	0	2	1.358728	0.8257653
pattern_11	4	2	2	2	1.109397	0.8257653
pattern_11	4	4	0	2	0.960766	0.8257653
pattern_11	4	4	2	2	0.905818	0.8257653
pattern_11	4	4	4	2	0.784462	0.8257653
pattern_11	5	1	1	2	1.045949	0.8257653
pattern_11	5	3	1	2	0.918668	0.8257653
pattern_11	5	3	3	2	0.828816	0.8257653
pattern_11	6	2	0	2	0.859335	0.8257653
pattern_11	6	2	2	2	0.819344	0.8257653
pattern_12	0	0	6	1	2.169086	0.8257653
pattern_12	0	0	12	1	1.084543	0.8257653
pattern_12	1	0	-14	1	0.906896	0.8257653
pattern_12	1	0	-8	1	1.513521	0.8257653
pattern_12	1	0	-2	1	3.485763	0.8257653
pattern_12	1	0	4	1	2.555310	0.8257653
pattern_12	1	0	10	1	1.241224	0.8257653
pattern_12	1	0	16	1	0.798061	0.8257653
pattern_12	2	-1	0	1	2.383285	0.8257653
pattern_12	2	-1	3	1	2.088823	0.8257653
pattern_12	2	-1	6	1	1.604168	0.8257653
pattern_12	2	-1	9	1	1.236287	0.8257653
pattern_12	2	-1	12	1	0.987139	0.8257653
pattern_12	2	-1	15	1	0.815289	0.8257653
pattern_12	2	0	-10	1	1.100872	0.8257653
pattern_12	2	0	-4	1	1.742882	0.8257653
pattern_12	2	0	2	1	1.967392	0.8257653
pattern_12	2	0	8	1	1.277655	0.8257653
pattern_12	2	0	14	1	0.847604	0.8257653
pattern_12	3	-1	-14	1	0.798603	0.8257653
