_pd_block_id	_refln_index_h	_refln_index_k	_refln_index_l	_pd_refln_phase_id	_refln_d_spacing	_diffrn_radiation_wavelength
pattern_12	3	-1	-11	1	0.942736	0.8257653
pattern_12	3	-1	-8	1	1.126051	0.8257653
pattern_12	3	-1	-5	1	1.338227	0.8257653
pattern_12	3	-1	-2	1	1.517224	0.8257653
pattern_12	3	-1	1	1	1.549134	0.8257653
pattern_12	3	-1	4	1	1.406835	0.8257653
pattern_12	3	-1	7	1	1.195152	0.8257653
pattern_12	3	-1	10	1	0.999405	0.8257653
pattern_12	3	-1	13	1	0.842581	0.8257653
pattern_12	3	0	-12	1	0.851770	0.8257653
pattern_12	3	0	-6	1	1.161921	0.8257653
pattern_12	3	0	0	1	1.375990	0.8257653
pattern_12	3	0	6	1	1.161921	0.8257653
pattern_12	3	0	12	1	0.851770	0.8257653
pattern_12	4	-2	0	1	1.191642	0.8257653
pattern_12	4	-2	3	1	1.149080	0.8257653
pattern_12	4	-2	6	1	1.044411	0.8257653
pattern_12	4	-2	9	1	0.919624	0.8257653
pattern_12	4	-2	12	1	0.802084	0.8257653
pattern_12	4	-1	-10	1	0.859612	0.8257653
pattern_12	4	-1	-7	1	0.974880	0.8257653
pattern_12	4	-1	-4	1	1.079982	0.8257653
pattern_12	4	-1	-1	1	1.140489	0.8257653
pattern_12	4	-1	2	1	1.127574	0.8257653
pattern_12	4	-1	5	1	1.047995	0.8257653
pattern_12	4	-1	8	1	0.936274	0.8257653
pattern_12	4	-1	11	1	0.822750	0.8257653
pattern_12	4	0	-8	1	0.871441	0.8257653
pattern_12	4	0	-2	1	1.019255	0.8257653
pattern_12	4	0	4	1	0.983696	0.8257653
pattern_12	4	0	10	1	0.808622	0.8257653
pattern_12	5	-2	-8	1	0.818445	0.8257653
pattern_12	5	-2	-5	1	0.889948	0.8257653
pattern_12	5	-2	-2	1	0.937149	0.8257653
pattern_12	5	-2	1	1	0.944524	0.8257653
pattern_12	5	-2	4	1	0.909287	0.8257653
pattern_12	5	-2	7	1	0.843857	0.8257653
pattern_12	5	-2	10	1	0.765747	0.8257653
pattern_12	5	-1	-9	1	0.764584	0.8257653
pattern_12	5	-1	-6	1	0.831911	0.8257653
pattern_12	5	-1	-3	1	0.881984	0.8257653
pattern_12	5	-1	0	1	0.900797	0.8257653
pattern_12	5	-1	3	1	0.881984	0.8257653
pattern_12	5	-1	6	1	0.831911	0.8257653
pattern_12	5	-1	9	1	0.764584	0.8257653
pattern_12	5	0	-4	1	0.800234	0.8257653
pattern_12	5	0	2	1	0.819029	0.8257653
pattern_12	6	-3	0	1	0.794428	0.8257653
pattern_12	6	-3	3	1	0.781434	0.8257653
pattern_12	6	-2	-1	1	0.778715	0.8257653
pattern_12	6	-2	2	1	0.774567	0.8257653
pattern_12	1	1	1	2	3.138057	0.8257653
pattern_12	2	2	0	2	1.921660	0.8257653
pattern_12	2	2	2	2	1.569029	0.8257653
pattern_12	3	1	1	2	1.638797	0.8257653
pattern_12	3	3	1	2	1.246938	0.8257653
pattern_12	3	3	3	2	1.046019	0.8257653
pattern_12	4	0	0	2	1.358819	0.8257653
pattern_12	4	2	2	2	1.109471	0.8257653
pattern_12	4	4	0	2	0.960830	0.8257653
pattern_12	4	4	2	2	0.905879	0.8257653
pattern_12	4	4	4	2	0.784514	0.8257653
pattern_12	5	1	1	2	1.046019	0.8257653
pattern_12	5	3	1	2	0.918729	0.8257653
pattern_12	5	3	3	2	0.828872	0.8257653
pattern_12	6	2	0	2	0.859392	0.8257653
pattern_12	6	2	2	2	0.819398	0.8257653
pattern_13	0	0	6	1	2.169454	0.8257653
pattern_13	0	0	12	1	1.084727	0.8257653
pattern_13	1	0	-14	1	0.907049	0.8257653
pattern_13	1	0	-8	1	1.513772	0.8257653
pattern_13	1	0	-2	1	3.486278	0.8257653
pattern_13	1	0	4	1	2.555714	0.8257653
pattern_13	1	0	10	1	1.241431	0.8257653
pattern_13	1	0	16	1	0.798196	0.8257653
pattern_13	2	-1	0	1	2.383616	0.8257653
pattern_13	2	-1	3	1	2.089128	0.8257653
pattern_13	2	-1	6	1	1.604418	0.8257653
pattern_13	2	-1	9	1	1.236487	0.8257653
pattern_13	2	-1	12	1	0.987301	0.8257653
pattern_13	2	-1	15	1	0.815424	0.8257653
pattern_13	2	0	-10	1	1.101050	0.8257653
pattern_13	2	0	-4	1	1.743139	0.8257653
pattern_13	2	0	2	1	1.967671	0.8257653
pattern_13	2	0	8	1	1.277857	0.8257653
pattern_13	2	0	14	1	0.847744	0.8257653
pattern_13	3	-1	-14	1	0.798732	0.8257653
pattern_13	3	-1	-11	1	0.942885	0.8257653
pattern_13	3	-1	-8	1	1.126224	0.8257653
pattern_13	3	-1	-5	1	1.338423	0.8257653
pattern_13	3	-1	-2	1	1.517438	0.8257653
pattern_13	3	-1	1	1	1.549350	0.8257653
pattern_13	3	-1	4	1	1.407039	0.8257653
pattern_13	3	-1	7	1	1.195334	0.8257653
pattern_13	3	-1	10	1	0.999562	0.8257653
pattern_13	3	-1	13	1	0.842716	0.8257653
pattern_13	3	0	-12	1	0.851905	0.8257653
pattern_13	3	0	-6	1	1.162093	0.8257653
pattern_13	3	0	0	1	1.376181	0.8257653
pattern_13	3	0	6	1	1.162093	0.8257653
pattern_13	3	0	12	1	0.851905	0.8257653
pattern_13	4	-2	0	1	1.191808	0.8257653
pattern_13	4	-2	3	1	1.149242	0.8257653
pattern_13	4	-2	6	1	1.044564	0.8257653
pattern_13	4	-2	9	1	0.919763	0.8257653
pattern_13	4	-2	12	1	0.802209	0.8257653
pattern_13	4	-1	-10	1	0.859743	0.8257653
pattern_13	4	-1	-7	1	0.975023	0.8257653
pattern_13	4	-1	-4	1	1.080135	0.8257653
pattern_13	4	-1	-1	1	1.140647	0.8257653
pattern_13	4	-1	2	1	1.127732	0.8257653
pattern_13	4	-1	5	1	1.048146	0.8257653
pattern_13	4	-1	8	1	0.936414	0.8257653
pattern_13	4	-1	11	1	0.822876	0.8257653
pattern_13	4	0	-8	1	0.871569	0.8257653
pattern_13	4	0	-2	1	1.019397	0.8257653
pattern_13	4	0	4	1	0.983835	0.8257653
pattern_13	4	0	10	1	0.808744	0.8257653
pattern_13	5	-2	-8	1	0.818565	0.8257653
pattern_13	5	-2	-5	1	0.890075	0.8257653
pattern_13	5	-2	-2	1	0.937280	0.8257653
pattern_13	5	-2	1	1	0.944655	0.8257653
pattern_13	5	-2	4	1	0.909416	0.8257653
pattern_13	5	-2	7	1	0.843979	0.8257653
pattern_13	5	-2	10	1	0.765862	0.8257653
pattern_13	5	-1	-9	1	0.764696	0.8257653
pattern_13	5	-1	-6	1	0.832031	0.8257653
pattern_13	5	-1	-3	1	0.882107	0.8257653
pattern_13	5	-1	0	1	0.900922	0.8257653
pattern_13	5	-1	3	1	0.882107	0.8257653
pattern_13	5	-1	6	1	0.832031	0.8257653
pattern_13	5	-1	9	1	0.764696	0.8257653
pattern_13	5	0	-4	1	0.800346	0.8257653
pattern_13	5	0	2	1	0.819143	0.8257653
pattern_13	6	-3	0	1	0.794539	0.8257653
pattern_13	6	-3	3	1	0.781543	0.8257653
pattern_13	6	-2	-1	1	0.778824	0.8257653
pattern_13	6	-2	2	1	0.774675	0.8257653
pattern_13	1	1	1	2	3.138291	0.8257653
pattern_13	2	2	0	2	1.921803	0.8257653
pattern_13	2	2	2	2	1.569146	0.8257653
pattern_13	3	1	1	2	1.638919	0.8257653
pattern_13	3	3	1	2	1.247030	0.8257653
pattern_13	3	3	3	2	1.046097	0.8257653
pattern_13	4	0	0	2	1.358920	0.8257653
pattern_13	4	2	2	2	1.109553	0.8257653
pattern_13	4	4	0	2	0.960901	0.8257653
pattern_13	4	4	2	2	0.905947	0.8257653
pattern_13	4	4	4	2	0.784573	0.8257653
pattern_13	5	1	1	2	1.046097	0.8257653
pattern_13	5	3	1	2	0.918798	0.8257653
pattern_13	5	3	3	2	0.828933	0.8257653
pattern_13	6	2	0	2	0.859456	0.8257653
pattern_13	6	2	2	2	0.819460	0.8257653
pattern_14	0	0	6	1	2.169790	0.8257653
pattern_14	0	0	12	1	1.084895	0.8257653
pattern_14	1	0	-14	1	0.907189	0.8257653
pattern_14	1	0	-8	1	1.514005	0.8257653
pattern_14	1	0	-2	1	3.486805	0.8257653
pattern_14	1	0	4	1	2.556105	0.8257653
pattern_14	1	0	10	1	1.241623	0.8257653
pattern_14	1	0	16	1	0.798319	0.8257653
pattern_14	2	-1	0	1	2.383973	0.8257653
pattern_14	2	-1	3	1	2.089443	0.8257653
pattern_14	2	-1	6	1	1.604662	0.8257653
pattern_14	2	-1	9	1	1.236676	0.8257653
pattern_14	2	-1	12	1	0.987453	0.8257653
pattern_14	2	-1	15	1	0.815550	0.8257653
pattern_14	2	0	-10	1	1.101219	0.8257653
pattern_14	2	0	-4	1	1.743403	0.8257653
pattern_14	2	0	2	1	1.967967	0.8257653
pattern_14	2	0	8	1	1.278052	0.8257653
pattern_14	2	0	14	1	0.847874	0.8257653
pattern_14	3	-1	-14	1	0.798854	0.8257653
pattern_14	3	-1	-11	1	0.943029	0.8257653
pattern_14	3	-1	-8	1	1.126396	0.8257653
pattern_14	3	-1	-5	1	1.338626	0.8257653
pattern_14	3	-1	-2	1	1.517665	0.8257653
pattern_14	3	-1	1	1	1.549582	0.8257653
pattern_14	3	-1	4	1	1.407251	0.8257653
pattern_14	3	-1	7	1	1.195515	0.8257653
pattern_14	3	-1	10	1	0.999714	0.8257653
pattern_14	3	-1	13	1	0.842845	0.8257653
pattern_14	3	0	-12	1	0.852035	0.8257653
pattern_14	3	0	-6	1	1.162268	0.8257653
pattern_14	3	0	0	1	1.376387	0.8257653
pattern_14	3	0	6	1	1.162268	0.8257653
pattern_14	3	0	12	1	0.852035	0.8257653
pattern_14	4	-2	0	1	1.191986	0.8257653
pattern_14	4	-2	3	1	1.149414	0.8257653
pattern_14	4	-2	6	1	1.044722	0.8257653
pattern_14	4	-2	9	1	0.919903	0.8257653
pattern_14	4	-2	12	1	0.802331	0.8257653
pattern_14	4	-1	-10	1	0.859874	0.8257653
pattern_14	4	-1	-7	1	0.975171	0.8257653
pattern_14	4	-1	-4	1	1.080298	0.8257653
pattern_14	4	-1	-1	1	1.140818	0.8257653
pattern_14	4	-1	2	1	1.127901	0.8257653
pattern_14	4	-1	5	1	1.048303	0.8257653
pattern_14	4	-1	8	1	0.936556	0.8257653
pattern_14	4	-1	11	1	0.823002	0.8257653
pattern_14	4	0	-8	1	0.871701	0.8257653
pattern_14	4	0	-2	1	1.019550	0.8257653
pattern_14	4	0	4	1	0.983983	0.8257653
pattern_14	4	0	10	1	0.808867	0.8257653
pattern_14	5	-2	-8	1	0.818688	0.8257653
pattern_14	5	-2	-5	1	0.890209	0.8257653
pattern_14	5	-2	-2	1	0.937420	0.8257653
pattern_14	5	-2	1	1	0.944797	0.8257653
pattern_14	5	-2	4	1	0.909552	0.8257653
pattern_14	5	-2	7	1	0.844106	0.8257653
pattern_14	5	-2	10	1	0.765978	0.8257653
pattern_14	5	-1	-9	1	0.764812	0.8257653
pattern_14	5	-1	-6	1	0.832156	0.8257653
pattern_14	5	-1	-3	1	0.882240	0.8257653
pattern_14	5	-1	0	1	0.901057	0.8257653
pattern_14	5	-1	3	1	0.882240	0.8257653
pattern_14	5	-1	6	1	0.832156	0.8257653
pattern_14	5	-1	9	1	0.764812	0.8257653
pattern_14	5	0	-4	1	0.800466	0.8257653
pattern_14	5	0	2	1	0.819265	0.8257653
pattern_14	6	-3	0	1	0.794658	0.8257653
pattern_14	6	-3	3	1	0.781660	0.8257653
pattern_14	6	-2	-1	1	0.778940	0.8257653
pattern_14	6	-2	2	1	0.774791	0.8257653
pattern_14	1	1	1	2	3.138530	0.8257653
pattern_14	2	2	0	2	1.921950	0.8257653
pattern_14	2	2	2	2	1.569265	0.8257653
pattern_14	3	1	1	2	1.639044	0.8257653
pattern_14	3	3	1	2	1.247126	0.8257653
pattern_14	3	3	3	2	1.046177	0.8257653
pattern_14	4	0	0	2	1.359024	0.8257653
pattern_14	4	2	2	2	1.109638	0.8257653
pattern_14	4	4	0	2	0.960975	0.8257653
pattern_14	4	4	2	2	0.906016	0.8257653
pattern_14	4	4	4	2	0.784633	0.8257653
pattern_14	5	1	1	2	1.046177	0.8257653
pattern_14	5	3	1	2	0.918868	0.8257653
pattern_14	5	3	3	2	0.828997	0.8257653
pattern_14	6	2	0	2	0.859522	0.8257653
pattern_14	6	2	2	2	0.819522	0.8257653
pattern_15	0	0	6	1	2.170153	0.8257653
pattern_15	0	0	12	1	1.085076	0.8257653
pattern_15	1	0	-14	1	0.907340	0.8257653
pattern_15	1	0	-8	1	1.514255	0.8257653
pattern_15	1	0	-2	1	3.487353	0.8257653
pattern_15	1	0	4	1	2.556518	0.8257653
pattern_15	1	0	10	1	1.241829	0.8257653
pattern_15	1	0	16	1	0.798452	0.8257653
pattern_15	2	-1	0	1	2.384338	0.8257653
pattern_15	2	-1	3	1	2.089770	0.8257653
pattern_15	2	-1	6	1	1.604921	0.8257653
pattern_15	2	-1	9	1	1.236879	0.8257653
pattern_15	2	-1	12	1	0.987616	0.8257653
pattern_15	2	-1	15	1	0.815685	0.8257653
pattern_15	2	0	-10	1	1.101398	0.8257653
pattern_15	2	0	-4	1	1.743677	0.8257653
pattern_15	2	0	2	1	1.968270	0.8257653
pattern_15	2	0	8	1	1.278259	0.8257653
pattern_15	2	0	14	1	0.848014	0.8257653
pattern_15	3	-1	-14	1	0.798985	0.8257653
pattern_15	3	-1	-11	1	0.943182	0.8257653
pattern_15	3	-1	-8	1	1.126576	0.8257653
pattern_15	3	-1	-5	1	1.338835	0.8257653
pattern_15	3	-1	-2	1	1.517899	0.8257653
pattern_15	3	-1	1	1	1.549819	0.8257653
pattern_15	3	-1	4	1	1.407470	0.8257653
pattern_15	3	-1	7	1	1.195705	0.8257653
pattern_15	3	-1	10	1	0.999876	0.8257653
pattern_15	3	-1	13	1	0.842983	0.8257653
pattern_15	3	0	-12	1	0.852173	0.8257653
pattern_15	3	0	-6	1	1.162451	0.8257653
pattern_15	3	0	0	1	1.376598	0.8257653
pattern_15	3	0	6	1	1.162451	0.8257653
pattern_15	3	0	12	1	0.852173	0.8257653
pattern_15	4	-2	0	1	1.192169	0.8257653
pattern_15	4	-2	3	1	1.149591	0.8257653
pattern_15	4	-2	6	1	1.044885	0.8257653
pattern_15	4	-2	9	1	0.920049	0.8257653
pattern_15	4	-2	12	1	0.802460	0.8257653
pattern_15	4	-1	-10	1	0.860011	0.8257653
pattern_15	4	-1	-7	1	0.975324	0.8257653
pattern_15	4	-1	-4	1	1.080465	0.8257653
pattern_15	4	-1	-1	1	1.140993	0.8257653
pattern_15	4	-1	2	1	1.128074	0.8257653
pattern_15	4	-1	5	1	1.048466	0.8257653
pattern_15	4	-1	8	1	0.936704	0.8257653
pattern_15	4	-1	11	1	0.823133	0.8257653
pattern_15	4	0	-8	1	0.871838	0.8257653
pattern_15	4	0	-2	1	1.019706	0.8257653
pattern_15	4	0	4	1	0.984135	0.8257653
pattern_15	4	0	10	1	0.808995	0.8257653
pattern_15	5	-2	-8	1	0.818816	0.8257653
pattern_15	5	-2	-5	1	0.890347	0.8257653
pattern_15	5	-2	-2	1	0.937564	0.8257653
pattern_15	5	-2	1	1	0.944942	0.8257653
pattern_15	5	-2	4	1	0.909692	0.8257653
pattern_15	5	-2	7	1	0.844238	0.8257653
pattern_15	5	-2	10	1	0.766099	0.8257653
pattern_15	5	-1	-9	1	0.764932	0.8257653
pattern_15	5	-1	-6	1	0.832285	0.8257653
pattern_15	5	-1	-3	1	0.882375	0.8257653
pattern_15	5	-1	0	1	0.901195	0.8257653
pattern_15	5	-1	3	1	0.882375	0.8257653
pattern_15	5	-1	6	1	0.832285	0.8257653
pattern_15	5	-1	9	1	0.764932	0.8257653
pattern_15	5	0	-4	1	0.800590	0.8257653
pattern_15	5	0	2	1	0.819391	0.8257653
pattern_15	6	-3	0	1	0.794779	0.8257653
pattern_15	6	-3	3	1	0.781780	0.8257653
pattern_15	6	-2	-1	1	0.779060	0.8257653
pattern_15	6	-2	2	1	0.774910	0.8257653
pattern_15	1	1	1	2	3.138770	0.8257653
pattern_15	2	2	0	2	1.922096	0.8257653
pattern_15	2	2	2	2	1.569385	0.8257653
pattern_15	3	1	1	2	1.639169	0.8257653
pattern_15	3	3	1	2	1.247221	0.8257653
pattern_15	3	3	3	2	1.046257	0.8257653
pattern_15	4	0	0	2	1.359127	0.8257653
pattern_15	4	2	2	2	1.109723	0.8257653
pattern_15	4	4	0	2	0.961048	0.8257653
pattern_15	4	4	2	2	0.906085	0.8257653
pattern_15	4	4	4	2	0.784693	0.8257653
pattern_15	5	1	1	2	1.046257	0.8257653
pattern_15	5	3	1	2	0.918938	0.8257653
pattern_15	5	3	3	2	0.829060	0.8257653
pattern_15	6	2	0	2	0.859588	0.8257653
pattern_15	6	2	2	2	0.819585	0.8257653
pattern_16	0	0	6	1	2.170523	0.8257653
pattern_16	0	0	12	1	1.085261	0.8257653
pattern_16	1	0	-14	1	0.907494	0.8257653
pattern_16	1	0	-8	1	1.514508	0.8257653
pattern_16	1	0	-2	1	3.487883	0.8257653
pattern_16	1	0	4	1	2.556929	0.8257653
pattern_16	1	0	10	1	1.242038	0.8257653
pattern_16	1	0	16	1	0.798588	0.8257653
pattern_16	2	-1	0	1	2.384682	0.8257653
pattern_16	2	-1	3	1	2.090085	0.8257653
pattern_16	2	-1	6	1	1.605175	0.8257653
pattern_16	2	-1	9	1	1.237081	0.8257653
pattern_16	2	-1	12	1	0.987780	0.8257653
pattern_16	2	-1	15	1	0.815822	0.8257653
pattern_16	2	0	-10	1	1.101578	0.8257653
pattern_16	2	0	-4	1	1.743942	0.8257653
pattern_16	2	0	2	1	1.968560	0.8257653
pattern_16	2	0	8	1	1.278464	0.8257653
pattern_16	2	0	14	1	0.848155	0.8257653
pattern_16	3	-1	-14	1	0.799116	0.8257653
pattern_16	3	-1	-11	1	0.943334	0.8257653
pattern_16	3	-1	-8	1	1.126753	0.8257653
pattern_16	3	-1	-5	1	1.339038	0.8257653
pattern_16	3	-1	-2	1	1.518120	0.8257653
pattern_16	3	-1	1	1	1.550044	0.8257653
pattern_16	3	-1	4	1	1.407680	0.8257653
pattern_16	3	-1	7	1	1.195891	0.8257653
pattern_16	3	-1	10	1	1.000036	0.8257653
pattern_16	3	-1	13	1	0.843120	0.8257653
pattern_16	3	0	-12	1	0.852310	0.8257653
pattern_16	3	0	-6	1	1.162628	0.8257653
pattern_16	3	0	0	1	1.376797	0.8257653
pattern_16	3	0	6	1	1.162628	0.8257653
pattern_16	3	0	12	1	0.852310	0.8257653
pattern_16	4	-2	0	1	1.192341	0.8257653
pattern_16	4	-2	3	1	1.149760	0.8257653
pattern_16	4	-2	6	1	1.045042	0.8257653
pattern_16	4	-2	9	1	0.920191	0.8257653
pattern_16	4	-2	12	1	0.802588	0.8257653
pattern_16	4	-1	-10	1	0.860145	0.8257653
pattern_16	4	-1	-7	1	0.975472	0.8257653
pattern_16	4	-1	-4	1	1.080624	0.8257653
pattern_16	4	-1	-1	1	1.141158	0.8257653
pattern_16	4	-1	2	1	1.128238	0.8257653
pattern_16	4	-1	5	1	1.048622	0.8257653
pattern_16	4	-1	8	1	0.936847	0.8257653
pattern_16	4	-1	11	1	0.823263	0.8257653
pattern_16	4	0	-8	1	0.871971	0.8257653
pattern_16	4	0	-2	1	1.019854	0.8257653
pattern_16	4	0	4	1	0.984280	0.8257653
pattern_16	4	0	10	1	0.809120	0.8257653
pattern_16	5	-2	-8	1	0.818940	0.8257653
pattern_16	5	-2	-5	1	0.890478	0.8257653
pattern_16	5	-2	-2	1	0.937700	0.8257653
pattern_16	5	-2	1	1	0.945078	0.8257653
pattern_16	5	-2	4	1	0.909826	0.8257653
pattern_16	5	-2	7	1	0.844365	0.8257653
pattern_16	5	-2	10	1	0.766216	0.8257653
pattern_16	5	-1	-9	1	0.765048	0.8257653
pattern_16	5	-1	-6	1	0.832408	0.8257653
pattern_16	5	-1	-3	1	0.882504	0.8257653
pattern_16	5	-1	0	1	0.901325	0.8257653
pattern_16	5	-1	3	1	0.882504	0.8257653
pattern_16	5	-1	6	1	0.832408	0.8257653
pattern_16	5	-1	9	1	0.765048	0.8257653
pattern_16	5	0	-4	1	0.800707	0.8257653
pattern_16	5	0	2	1	0.819510	0.8257653
pattern_16	6	-3	0	1	0.794894	0.8257653
pattern_16	6	-3	3	1	0.781894	0.8257653
pattern_16	6	-2	-1	1	0.779172	0.8257653
pattern_16	6	-2	2	1	0.775022	0.8257653
pattern_16	1	1	1	2	3.139007	0.8257653
pattern_16	2	2	0	2	1.922241	0.8257653
pattern_16	2	2	2	2	1.569504	0.8257653
pattern_16	3	1	1	2	1.639293	0.8257653
pattern_16	3	3	1	2	1.247315	0.8257653
pattern_16	3	3	3	2	1.046336	0.8257653
pattern_16	4	0	0	2	1.359230	0.8257653
pattern_16	4	2	2	2	1.109807	0.8257653
pattern_16	4	4	0	2	0.961121	0.8257653
pattern_16	4	4	2	2	0.906153	0.8257653
pattern_16	4	4	4	2	0.784752	0.8257653
pattern_16	5	1	1	2	1.046336	0.8257653
pattern_16	5	3	1	2	0.919007	0.8257653
pattern_16	5	3	3	2	0.829122	0.8257653
pattern_16	6	2	0	2	0.859652	0.8257653
pattern_16	6	2	2	2	0.819646	0.8257653
pattern_17	0	0	6	1	2.170870	0.8257653
pattern_17	0	0	12	1	1.085435	0.8257653
pattern_17	1	0	-14	1	0.907638	0.8257653
pattern_17	1	0	-8	1	1.514748	0.8257653
pattern_17	1	0	-2	1	3.488405	0.8257653
pattern_17	1	0	4	1	2.557324	0.8257653
pattern_17	1	0	10	1	1.242235	0.8257653
pattern_17	1	0	16	1	0.798715	0.8257653
pattern_17	2	-1	0	1	2.385029	0.8257653
pattern_17	2	-1	3	1	2.090396	0.8257653
pattern_17	2	-1	6	1	1.605422	0.8257653
pattern_17	2	-1	9	1	1.237274	0.8257653
pattern_17	2	-1	12	1	0.987936	0.8257653
pattern_17	2	-1	15	1	0.815951	0.8257653
pattern_17	2	0	-10	1	1.101750	0.8257653
pattern_17	2	0	-4	1	1.744203	0.8257653
pattern_17	2	0	2	1	1.968849	0.8257653
pattern_17	2	0	8	1	1.278662	0.8257653
pattern_17	2	0	14	1	0.848289	0.8257653
pattern_17	3	-1	-14	1	0.799241	0.8257653
pattern_17	3	-1	-11	1	0.943480	0.8257653
pattern_17	3	-1	-8	1	1.126924	0.8257653
pattern_17	3	-1	-5	1	1.339238	0.8257653
pattern_17	3	-1	-2	1	1.518342	0.8257653
pattern_17	3	-1	1	1	1.550270	0.8257653
pattern_17	3	-1	4	1	1.407889	0.8257653
pattern_17	3	-1	7	1	1.196072	0.8257653
pattern_17	3	-1	10	1	1.000190	0.8257653
pattern_17	3	-1	13	1	0.843251	0.8257653
pattern_17	3	0	-12	1	0.852441	0.8257653
pattern_17	3	0	-6	1	1.162802	0.8257653
pattern_17	3	0	0	1	1.376997	0.8257653
pattern_17	3	0	6	1	1.162802	0.8257653
pattern_17	3	0	12	1	0.852441	0.8257653
pattern_17	4	-2	0	1	1.192515	0.8257653
pattern_17	4	-2	3	1	1.149928	0.8257653
pattern_17	4	-2	6	1	1.045198	0.8257653
pattern_17	4	-2	9	1	0.920331	0.8257653
pattern_17	4	-2	12	1	0.802711	0.8257653
pattern_17	4	-1	-10	1	0.860276	0.8257653
pattern_17	4	-1	-7	1	0.975618	0.8257653
pattern_17	4	-1	-4	1	1.080783	0.8257653
pattern_17	4	-1	-1	1	1.141324	0.8257653
pattern_17	4	-1	2	1	1.128402	0.8257653
pattern_17	4	-1	5	1	1.048777	0.8257653
pattern_17	4	-1	8	1	0.936988	0.8257653
pattern_17	4	-1	11	1	0.823388	0.8257653
pattern_17	4	0	-8	1	0.872101	0.8257653
pattern_17	4	0	-2	1	1.020003	0.8257653
pattern_17	4	0	4	1	0.984424	0.8257653
pattern_17	4	0	10	1	0.809242	0.8257653
pattern_17	5	-2	-8	1	0.819062	0.8257653
pattern_17	5	-2	-5	1	0.890609	0.8257653
pattern_17	5	-2	-2	1	0.937837	0.8257653
pattern_17	5	-2	1	1	0.945216	0.8257653
pattern_17	5	-2	4	1	0.909959	0.8257653
pattern_17	5	-2	7	1	0.844490	0.8257653
pattern_17	5	-2	10	1	0.766332	0.8257653
pattern_17	5	-1	-9	1	0.765163	0.8257653
pattern_17	5	-1	-6	1	0.832531	0.8257653
pattern_17	5	-1	-3	1	0.882633	0.8257653
pattern_17	5	-1	0	1	0.901456	0.8257653
pattern_17	5	-1	3	1	0.882633	0.8257653
pattern_17	5	-1	6	1	0.832531	0.8257653
pattern_17	5	-1	9	1	0.765163	0.8257653
pattern_17	5	0	-4	1	0.800824	0.8257653
pattern_17	5	0	2	1	0.819629	0.8257653
pattern_17	6	-3	0	1	0.795010	0.8257653
pattern_17	6	-3	3	1	0.782008	0.8257653
pattern_17	6	-2	-1	1	0.779286	0.8257653
pattern_17	6	-2	2	1	0.775135	0.8257653
pattern_17	1	1	1	2	3.139243	0.8257653
pattern_17	2	2	0	2	1.922386	0.8257653
pattern_17	2	2	2	2	1.569622	0.8257653
pattern_17	3	1	1	2	1.639416	0.8257653
pattern_17	3	3	1	2	1.247409	0.8257653
pattern_17	3	3	3	2	1.046414	0.8257653
pattern_17	4	0	0	2	1.359332	0.8257653
pattern_17	4	2	2	2	1.109890	0.8257653
pattern_17	4	4	0	2	0.961193	0.8257653
pattern_17	4	4	2	2	0.906221	0.8257653
pattern_17	4	4	4	2	0.784811	0.8257653
pattern_17	5	1	1	2	1.046414	0.8257653
pattern_17	5	3	1	2	0.919076	0.8257653
pattern_17	5	3	3	2	0.829185	0.8257653
pattern_17	6	2	0	2	0.859717	0.8257653
pattern_17	6	2	2	2	0.819708	0.8257653
pattern_18	0	0	6	1	2.171412	0.8257653
pattern_18	0	0	12	1	1.085706	0.8257653
pattern_18	1	0	-14	1	0.907865	0.8257653
pattern_18	1	0	-8	1	1.515124	0.8257653
pattern_18	1	0	-2	1	3.489245	0.8257653
pattern_18	1	0	4	1	2.557950	0.8257653
pattern_18	1	0	10	1	1.242544	0.8257653
pattern_18	1	0	16	1	0.798914	0.8257653
pattern_18	2	-1	0	1	2.385594	0.8257653
pattern_18	2	-1	3	1	2.090897	0.8257653
pattern_18	2	-1	6	1	1.605813	0.8257653
pattern_18	2	-1	9	1	1.237579	0.8257653
pattern_18	2	-1	12	1	0.988181	0.8257653
pattern_18	2	-1	15	1	0.816153	0.8257653
pattern_18	2	0	-10	1	1.102021	0.8257653
pattern_18	2	0	-4	1	1.744622	0.8257653
pattern_18	2	0	2	1	1.969317	0.8257653
pattern_18	2	0	8	1	1.278975	0.8257653
pattern_18	2	0	14	1	0.848499	0.8257653
pattern_18	3	-1	-14	1	0.799438	0.8257653
pattern_18	3	-1	-11	1	0.943711	0.8257653
pattern_18	3	-1	-8	1	1.127198	0.8257653
pattern_18	3	-1	-5	1	1.339560	0.8257653
pattern_18	3	-1	-2	1	1.518703	0.8257653
pattern_18	3	-1	1	1	1.550637	0.8257653
pattern_18	3	-1	4	1	1.408226	0.8257653
pattern_18	3	-1	7	1	1.196362	0.8257653
pattern_18	3	-1	10	1	1.000434	0.8257653
pattern_18	3	-1	13	1	0.843459	0.8257653
pattern_18	3	0	-12	1	0.852650	0.8257653
pattern_18	3	0	-6	1	1.163082	0.8257653
pattern_18	3	0	0	1	1.377324	0.8257653
pattern_18	3	0	6	1	1.163082	0.8257653
pattern_18	3	0	12	1	0.852650	0.8257653
pattern_18	4	-2	0	1	1.192797	0.8257653
pattern_18	4	-2	3	1	1.150202	0.8257653
pattern_18	4	-2	6	1	1.045449	0.8257653
